-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2025 through 08/31/2025 in LST
Location: Latitude  9.74   Longitude 80.02 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 6.95 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,WS10M,RH2M
2025,6,3,6,150.27,122.56,92.93,29.37,7.12,84.16
2025,6,3,7,332.62,342.93,160.48,29.74,7.17,81.77
2025,6,3,8,535.58,224.36,301.24,30.07,6.96,79.22
2025,6,3,9,698.28,421.58,328.3,30.38,6.89,76.88
2025,6,3,10,841.12,576.25,252.91,30.61,6.79,75.27
2025,6,3,11,850.83,501.54,284.41,30.82,6.46,73.7
2025,6,3,12,837.35,587.7,252.76,30.94,6.05,72.35
2025,6,3,13,782.72,579.18,236.55,30.95,5.75,71.57
2025,6,3,14,634.47,531.18,232.41,30.87,5.61,71.62
2025,6,3,15,434.4,460.21,169.6,30.74,5.47,72.14
2025,6,3,16,222.02,318.79,113.27,30.45,5.38,74.21
2025,6,3,17,35.97,34.84,31.23,29.94,5.5,78.39
2025,6,3,18,0.0,0.0,0.0,29.49,5.88,82.17
2025,6,3,19,0.0,0.0,0.0,29.27,6.3,84.28
2025,6,3,20,0.0,0.0,0.0,29.12,6.85,86.12
2025,6,3,21,0.0,0.0,0.0,28.98,7.34,87.95
2025,6,3,22,0.0,0.0,0.0,28.94,7.77,88.93
2025,6,3,23,0.0,0.0,0.0,28.95,8.17,89.29
2025,6,4,0,0.0,0.0,0.0,28.94,8.28,89.55
2025,6,4,1,0.0,0.0,0.0,28.93,8.19,89.39
2025,6,4,2,0.0,0.0,0.0,28.92,7.95,88.95
2025,6,4,3,0.0,0.0,0.0,28.95,7.61,87.92
2025,6,4,4,0.0,0.0,0.0,28.96,7.23,86.8
2025,6,4,5,14.8,12.69,15.83,28.96,6.9,86.03
2025,6,4,6,159.0,213.43,108.4,29.24,6.94,84.21
2025,6,4,7,359.05,281.59,230.68,29.58,7.32,81.64
2025,6,4,8,568.83,313.77,288.43,29.87,7.71,79.07
2025,6,4,9,744.47,421.78,290.15,30.15,8.05,77.18
2025,6,4,10,870.05,584.34,276.44,30.43,8.18,75.52
2025,6,4,11,933.47,664.68,227.2,30.77,7.94,73.69
2025,6,4,12,898.12,629.47,228.89,31.03,7.48,71.93
2025,6,4,13,815.2,708.02,171.68,31.14,6.97,70.83
2025,6,4,14,647.4,655.28,159.63,31.19,6.51,69.82
2025,6,4,15,452.5,543.22,116.19,31.11,6.25,69.32
2025,6,4,16,235.15,430.12,84.21,30.87,6.16,69.69
2025,6,4,17,41.2,92.94,32.51,30.37,6.18,71.9
2025,6,4,18,0.0,0.0,0.0,29.8,6.57,75.36
2025,6,4,19,0.0,0.0,0.0,29.46,7.27,77.52
2025,6,4,20,0.0,0.0,0.0,29.16,7.63,80.33
2025,6,4,21,0.0,0.0,0.0,29.0,7.61,82.83
2025,6,4,22,0.0,0.0,0.0,28.95,7.18,84.88
2025,6,4,23,0.0,0.0,0.0,28.98,6.79,86.21
2025,6,5,0,0.0,0.0,0.0,29.06,6.57,86.2
2025,6,5,1,0.0,0.0,0.0,29.14,6.15,84.84
2025,6,5,2,0.0,0.0,0.0,29.15,5.69,83.29
2025,6,5,3,0.0,0.0,0.0,29.11,5.37,82.09
2025,6,5,4,0.0,0.0,0.0,29.02,5.18,81.45
2025,6,5,5,17.95,25.61,18.05,28.94,5.11,81.56
2025,6,5,6,169.9,320.82,83.97,29.34,5.4,79.99
2025,6,5,7,337.08,401.42,152.57,29.84,5.47,76.72
2025,6,5,8,559.92,453.47,232.15,30.33,5.18,72.32
2025,6,5,9,751.05,534.39,272.1,30.83,5.08,69.15
2025,6,5,10,880.38,619.7,250.16,31.23,5.05,66.73
2025,6,5,11,866.97,436.73,424.52,31.55,4.69,64.77
2025,6,5,12,848.7,579.04,246.85,31.77,4.14,63.48
2025,6,5,13,740.28,407.26,348.34,31.88,3.7,62.74
2025,6,5,14,607.97,466.04,229.97,31.79,3.5,63.14
2025,6,5,15,416.77,359.27,215.73,31.52,3.53,64.51
2025,6,5,16,203.57,239.61,116.88,31.12,3.74,67.02
2025,6,5,17,36.15,20.67,36.44,30.53,4.03,71.55
2025,6,5,18,0.0,0.0,0.0,29.95,4.41,76.57
2025,6,5,19,0.0,0.0,0.0,29.61,4.89,79.95
2025,6,5,20,0.0,0.0,0.0,29.3,5.27,83.38
2025,6,5,21,0.0,0.0,0.0,29.04,5.68,86.02
2025,6,5,22,0.0,0.0,0.0,28.82,5.99,87.97
2025,6,5,23,0.0,0.0,0.0,28.67,6.14,89.34
2025,6,6,0,0.0,0.0,0.0,28.62,6.15,90.01
2025,6,6,1,0.0,0.0,0.0,28.62,6.09,90.3
2025,6,6,2,0.0,0.0,0.0,28.61,5.92,90.52
2025,6,6,3,0.0,0.0,0.0,28.6,5.71,90.61
2025,6,6,4,0.0,0.0,0.0,28.59,5.36,90.49
2025,6,6,5,15.73,4.38,19.91,28.58,5.01,90.29
2025,6,6,6,156.7,215.96,95.36,28.84,4.96,88.83
2025,6,6,7,341.35,310.97,171.15,29.13,4.81,86.82
2025,6,6,8,551.38,400.43,261.27,29.56,4.6,83.38
2025,6,6,9,720.83,365.52,353.12,30.01,4.32,79.66
2025,6,6,10,857.88,577.3,278.27,30.46,4.02,76.14
2025,6,6,11,908.35,582.18,296.93,30.78,3.81,73.93
2025,6,6,12,834.8,595.34,233.32,31.01,3.58,72.64
2025,6,6,13,726.75,483.82,256.23,31.15,3.43,71.84
2025,6,6,14,519.3,393.26,212.06,31.18,3.51,71.31
2025,6,6,15,362.38,336.94,164.43,31.01,3.75,71.68
2025,6,6,16,176.0,207.72,110.16,30.67,3.95,73.16
2025,6,6,17,29.0,14.5,31.4,30.06,4.0,77.2
2025,6,6,18,0.0,0.0,0.0,29.46,4.4,81.19
2025,6,6,19,0.0,0.0,0.0,29.14,5.14,83.58
2025,6,6,20,0.0,0.0,0.0,28.86,5.77,86.18
2025,6,6,21,0.0,0.0,0.0,28.62,6.25,88.58
2025,6,6,22,0.0,0.0,0.0,28.48,6.67,90.35
2025,6,6,23,0.0,0.0,0.0,28.47,6.86,91.18
2025,6,7,0,0.0,0.0,0.0,28.51,6.98,91.4
2025,6,7,1,0.0,0.0,0.0,28.56,7.19,91.08
2025,6,7,2,0.0,0.0,0.0,28.6,7.19,90.5
2025,6,7,3,0.0,0.0,0.0,28.58,7.07,89.94
2025,6,7,4,0.0,0.0,0.0,28.55,7.07,89.48
2025,6,7,5,15.27,1.59,17.16,28.51,7.1,89.24
2025,6,7,6,145.52,124.72,113.46,28.74,7.3,87.79
2025,6,7,7,332.85,112.33,288.27,29.08,7.51,85.37
2025,6,7,8,518.22,195.94,280.78,29.47,7.63,82.49
2025,6,7,9,688.22,292.93,359.56,29.9,7.69,79.67
2025,6,7,10,801.25,493.83,283.83,30.29,7.52,76.92
2025,6,7,11,858.47,457.46,320.47,30.61,7.02,74.82
2025,6,7,12,848.25,488.05,304.81,30.81,6.19,73.41
2025,6,7,13,759.9,465.7,311.07,30.87,5.41,72.71
2025,6,7,14,606.9,403.46,308.35,30.86,5.11,72.58
2025,6,7,15,406.58,342.31,182.27,30.67,5.43,73.46
2025,6,7,16,206.52,220.95,123.03,30.32,6.09,75.69
2025,6,7,17,36.42,20.47,34.28,29.81,6.59,79.39
2025,6,7,18,0.0,0.0,0.0,29.33,6.72,83.35
2025,6,7,19,0.0,0.0,0.0,29.11,6.91,85.67
2025,6,7,20,0.0,0.0,0.0,28.98,7.06,87.33
2025,6,7,21,0.0,0.0,0.0,28.93,7.36,88.22
2025,6,7,22,0.0,0.0,0.0,28.9,7.61,88.6
2025,6,7,23,0.0,0.0,0.0,28.83,7.83,89.0
2025,6,8,0,0.0,0.0,0.0,28.7,7.84,89.46
2025,6,8,1,0.0,0.0,0.0,28.61,8.01,89.6
2025,6,8,2,0.0,0.0,0.0,28.54,8.09,89.74
2025,6,8,3,0.0,0.0,0.0,28.5,8.03,89.8
2025,6,8,4,0.0,0.0,0.0,28.51,7.83,89.38
2025,6,8,5,15.23,2.31,16.48,28.55,7.53,88.64
2025,6,8,6,140.27,123.71,120.44,28.83,7.42,86.5
2025,6,8,7,299.98,267.45,190.73,29.26,7.23,83.17
2025,6,8,8,511.08,208.7,297.97,29.69,6.67,79.7
2025,6,8,9,678.58,309.42,346.25,30.18,5.97,76.12
2025,6,8,10,806.35,458.38,300.39,30.6,5.16,73.07
2025,6,8,11,848.58,407.21,369.26,30.97,4.39,70.63
2025,6,8,12,828.62,484.99,307.46,31.21,3.78,69.0
2025,6,8,13,761.08,535.83,281.96,31.33,3.63,68.2
2025,6,8,14,588.45,351.19,255.8,31.31,3.83,68.41
2025,6,8,15,396.95,270.78,229.6,31.14,4.31,69.38
2025,6,8,16,195.23,177.86,129.57,30.81,5.05,71.5
2025,6,8,17,34.58,9.01,33.38,30.23,5.69,75.6
2025,6,8,18,0.0,0.0,0.0,29.59,6.24,80.73
2025,6,8,19,0.0,0.0,0.0,29.25,6.89,83.94
2025,6,8,20,0.0,0.0,0.0,29.02,7.36,86.35
2025,6,8,21,0.0,0.0,0.0,28.93,7.72,87.61
2025,6,8,22,0.0,0.0,0.0,28.92,7.93,88.15
2025,6,8,23,0.0,0.0,0.0,28.96,8.33,88.24
2025,6,9,0,0.0,0.0,0.0,28.95,8.72,88.25
2025,6,9,1,0.0,0.0,0.0,28.89,8.78,87.99
2025,6,9,2,0.0,0.0,0.0,28.82,8.68,87.09
2025,6,9,3,0.0,0.0,0.0,28.79,8.47,85.45
2025,6,9,4,0.0,0.0,0.0,28.76,8.31,83.92
2025,6,9,5,14.2,0.82,15.99,28.76,8.3,82.54
2025,6,9,6,138.23,89.61,109.64,29.01,8.49,80.11
2025,6,9,7,321.77,234.95,201.5,29.28,8.84,77.43
2025,6,9,8,505.95,264.44,238.31,29.52,9.04,75.9
2025,6,9,9,653.15,232.05,334.66,29.73,9.21,74.99
2025,6,9,10,801.35,353.64,384.24,29.93,9.13,74.22
2025,6,9,11,845.7,451.12,336.56,29.96,9.01,74.3
2025,6,9,12,829.0,485.77,286.88,29.73,8.82,75.64
2025,6,9,13,718.3,455.25,294.11,29.44,8.58,77.49
2025,6,9,14,577.15,323.03,296.81,29.14,8.22,79.46
2025,6,9,15,401.25,279.77,253.08,28.91,7.64,81.58
2025,6,9,16,194.27,165.33,141.42,28.89,6.75,82.92
2025,6,9,17,35.3,10.15,36.7,28.92,5.44,83.77
2025,6,9,18,0.0,0.0,0.0,29.01,4.42,83.67
2025,6,9,19,0.0,0.0,0.0,29.09,3.74,83.37
2025,6,9,20,0.0,0.0,0.0,29.06,3.45,83.66
2025,6,9,21,0.0,0.0,0.0,28.99,3.47,84.17
2025,6,9,22,0.0,0.0,0.0,28.9,3.67,84.94
2025,6,9,23,0.0,0.0,0.0,28.77,4.25,86.03
2025,6,10,0,0.0,0.0,0.0,28.69,5.07,86.98
2025,6,10,1,0.0,0.0,0.0,28.65,5.69,87.36
2025,6,10,2,0.0,0.0,0.0,28.58,5.5,87.58
2025,6,10,3,0.0,0.0,0.0,28.48,5.08,87.78
2025,6,10,4,0.0,0.0,0.0,28.37,4.77,87.76
2025,6,10,5,12.18,0.0,15.83,28.32,4.8,86.99
2025,6,10,6,141.3,66.31,126.05,28.52,5.19,84.99
2025,6,10,7,296.52,90.25,214.45,28.75,5.22,82.65
2025,6,10,8,459.62,149.77,281.59,29.05,5.11,80.07
2025,6,10,9,609.7,122.12,375.83,29.48,5.4,76.93
2025,6,10,10,729.03,270.37,470.13,29.88,6.06,74.67
2025,6,10,11,822.15,446.47,364.62,30.17,6.74,73.49
2025,6,10,12,849.17,517.65,279.49,30.4,7.28,72.68
2025,6,10,13,724.75,584.73,236.89,30.56,7.68,72.21
2025,6,10,14,593.22,398.18,279.94,30.6,7.87,72.39
2025,6,10,15,396.67,325.81,185.76,30.49,8.05,73.87
2025,6,10,16,195.2,146.58,117.14,30.19,8.33,77.0
2025,6,10,17,34.88,6.85,36.5,29.74,8.6,81.11
2025,6,10,18,0.0,0.0,0.0,29.38,9.21,83.9
2025,6,10,19,0.0,0.0,0.0,29.22,9.9,84.7
2025,6,10,20,0.0,0.0,0.0,29.13,10.36,84.65
2025,6,10,21,0.0,0.0,0.0,29.05,10.52,84.47
2025,6,10,22,0.0,0.0,0.0,29.01,10.61,84.4
2025,6,10,23,0.0,0.0,0.0,28.93,10.71,84.73
2025,6,11,0,0.0,0.0,0.0,28.83,10.85,84.98
2025,6,11,1,0.0,0.0,0.0,28.79,10.81,84.45
2025,6,11,2,0.0,0.0,0.0,28.74,10.52,83.94
2025,6,11,3,0.0,0.0,0.0,28.52,10.13,83.22
2025,6,11,4,0.0,0.0,0.0,28.22,9.61,83.43
2025,6,11,5,13.4,0.97,17.24,28.09,9.33,83.02
2025,6,11,6,137.1,59.84,104.05,28.35,9.27,81.26
2025,6,11,7,330.58,205.16,187.2,28.77,9.22,79.08
2025,6,11,8,515.75,281.73,251.93,29.22,9.23,76.89
2025,6,11,9,699.08,348.09,320.02,29.65,9.34,75.09
2025,6,11,10,825.85,433.36,398.09,29.99,9.41,73.69
2025,6,11,11,767.4,351.19,312.39,30.25,9.33,72.77
2025,6,11,12,720.92,267.16,359.02,30.46,9.2,72.01
2025,6,11,13,643.85,193.41,375.2,30.6,9.0,71.52
2025,6,11,14,497.4,191.76,253.16,30.63,8.74,71.22
2025,6,11,15,322.25,93.37,225.94,30.59,8.49,71.58
2025,6,11,16,146.18,81.07,93.26,30.42,8.39,73.15
2025,6,11,17,26.83,9.34,31.0,30.01,8.37,76.81
2025,6,11,18,0.0,0.0,0.0,29.57,8.61,80.98
2025,6,11,19,0.0,0.0,0.0,29.34,9.3,83.28
2025,6,11,20,0.0,0.0,0.0,29.15,10.04,84.24
2025,6,11,21,0.0,0.0,0.0,28.97,10.56,84.49
2025,6,11,22,0.0,0.0,0.0,28.77,10.77,84.94
2025,6,11,23,0.0,0.0,0.0,28.62,11.19,84.42
2025,6,12,0,0.0,0.0,0.0,28.5,11.11,84.08
2025,6,12,1,0.0,0.0,0.0,28.42,10.91,83.65
2025,6,12,2,0.0,0.0,0.0,28.41,10.54,82.98
2025,6,12,3,0.0,0.0,0.0,28.46,10.05,82.34
2025,6,12,4,0.0,0.0,0.0,28.52,9.36,81.93
2025,6,12,5,15.07,3.53,15.54,28.62,8.58,81.88
2025,6,12,6,126.68,98.91,87.6,29.05,8.27,80.05
2025,6,12,7,280.85,153.53,182.43,29.54,7.96,77.52
2025,6,12,8,429.17,240.39,225.06,30.01,7.79,75.14
2025,6,12,9,591.65,157.26,339.72,30.51,7.89,72.52
2025,6,12,10,666.75,173.72,357.79,30.98,7.97,70.02
2025,6,12,11,770.83,293.8,363.96,31.35,8.16,68.21
2025,6,12,12,803.62,433.08,319.51,31.55,8.35,67.48
2025,6,12,13,710.8,368.99,332.96,31.6,8.53,67.57
2025,6,12,14,529.22,277.1,361.87,31.54,8.69,68.17
2025,6,12,15,364.2,157.05,235.02,31.33,8.95,69.52
2025,6,12,16,189.3,134.38,131.7,30.91,9.31,72.18
2025,6,12,17,34.12,40.34,36.45,30.32,9.44,76.3
2025,6,12,18,0.0,0.0,0.0,29.83,9.72,79.99
2025,6,12,19,0.0,0.0,0.0,29.64,10.29,81.14
2025,6,12,20,0.0,0.0,0.0,29.51,10.49,81.95
2025,6,12,21,0.0,0.0,0.0,29.36,10.85,81.54
2025,6,12,22,0.0,0.0,0.0,29.14,10.73,82.5
2025,6,12,23,0.0,0.0,0.0,29.0,10.45,83.75
2025,6,13,0,0.0,0.0,0.0,28.93,10.17,84.86
2025,6,13,1,0.0,0.0,0.0,28.88,10.0,86.1
2025,6,13,2,0.0,0.0,0.0,28.86,9.94,86.78
2025,6,13,3,0.0,0.0,0.0,28.89,9.81,86.09
2025,6,13,4,0.0,0.0,0.0,28.93,9.48,83.89
2025,6,13,5,14.82,4.91,18.95,28.93,9.31,81.06
2025,6,13,6,152.73,154.28,118.44,29.17,9.52,77.32
2025,6,13,7,341.95,266.5,190.12,29.58,10.08,72.63
2025,6,13,8,530.22,368.75,277.46,29.98,10.6,70.08
2025,6,13,9,710.28,410.5,328.96,30.38,11.0,68.82
2025,6,13,10,849.2,547.78,284.97,30.76,11.23,68.0
2025,6,13,11,857.67,576.11,237.75,31.04,11.35,67.88
2025,6,13,12,886.78,650.49,237.06,31.14,11.52,68.83
2025,6,13,13,757.58,476.09,294.02,31.12,11.77,70.29
2025,6,13,14,625.62,518.03,216.04,30.99,12.05,71.34
2025,6,13,15,435.65,376.82,224.32,30.8,12.24,72.43
2025,6,13,16,224.82,346.84,115.14,30.66,11.93,73.5
2025,6,13,17,43.12,60.55,39.14,30.44,11.03,75.54
2025,6,13,18,0.0,0.0,0.0,30.14,10.65,77.74
2025,6,13,19,0.0,0.0,0.0,29.89,10.73,79.02
2025,6,13,20,0.0,0.0,0.0,29.67,10.96,79.34
2025,6,13,21,0.0,0.0,0.0,29.49,11.23,78.85
2025,6,13,22,0.0,0.0,0.0,29.23,11.4,79.36
2025,6,13,23,0.0,0.0,0.0,28.96,11.55,80.66
2025,6,14,0,0.0,0.0,0.0,28.8,11.71,81.23
2025,6,14,1,0.0,0.0,0.0,28.74,11.9,81.03
2025,6,14,2,0.0,0.0,0.0,28.75,11.97,80.49
2025,6,14,3,0.0,0.0,0.0,28.79,11.83,80.33
2025,6,14,4,0.0,0.0,0.0,28.8,11.65,80.6
2025,6,14,5,16.77,13.73,20.06,28.83,11.51,81.01
2025,6,14,6,154.6,182.85,118.93,29.11,11.59,80.27
2025,6,14,7,338.1,314.97,221.11,29.51,11.87,78.38
2025,6,14,8,510.0,245.99,262.09,29.81,11.97,76.54
2025,6,14,9,671.78,306.17,351.88,30.05,12.07,74.49
2025,6,14,10,789.28,435.52,353.02,30.22,12.31,72.67
2025,6,14,11,855.12,513.69,277.82,30.26,12.55,72.3
2025,6,14,12,831.45,540.76,285.85,30.19,12.65,72.83
2025,6,14,13,727.25,613.1,228.46,30.02,12.69,74.05
2025,6,14,14,617.88,527.02,224.44,29.8,12.96,75.59
2025,6,14,15,417.65,398.37,206.11,29.6,13.16,76.96
2025,6,14,16,211.25,284.36,110.75,29.43,12.99,78.12
2025,6,14,17,39.62,49.74,37.05,29.25,12.67,79.58
2025,6,14,18,0.0,0.0,0.0,29.08,12.46,81.2
2025,6,14,19,0.0,0.0,0.0,29.02,12.56,82.2
2025,6,14,20,0.0,0.0,0.0,29.04,12.4,82.8
2025,6,14,21,0.0,0.0,0.0,29.09,12.19,82.75
2025,6,14,22,0.0,0.0,0.0,29.16,11.78,81.09
2025,6,14,23,0.0,0.0,0.0,29.06,11.2,79.75
2025,6,15,0,0.0,0.0,0.0,28.86,10.82,79.5
2025,6,15,1,0.0,0.0,0.0,28.67,10.54,79.77
2025,6,15,2,0.0,0.0,0.0,28.55,10.39,80.34
2025,6,15,3,0.0,0.0,0.0,28.55,10.38,80.59
2025,6,15,4,0.0,0.0,0.0,28.6,10.45,80.25
2025,6,15,5,14.52,7.02,20.78,28.71,10.6,78.46
2025,6,15,6,152.9,162.23,117.66,29.17,11.04,74.03
2025,6,15,7,335.65,326.53,210.06,29.62,11.77,68.53
2025,6,15,8,527.75,422.59,269.71,29.85,12.22,65.74
2025,6,15,9,696.58,435.61,306.98,30.06,12.26,64.94
2025,6,15,10,821.62,476.46,317.53,30.25,12.32,65.35
2025,6,15,11,879.03,573.41,270.53,30.33,12.69,66.95
2025,6,15,12,839.53,463.95,320.29,30.63,12.99,66.52
2025,6,15,13,735.3,450.73,314.25,30.73,13.38,64.2
2025,6,15,14,571.6,371.33,236.13,30.59,13.68,63.07
2025,6,15,15,350.4,135.49,232.88,30.3,13.69,64.45
2025,6,15,16,173.35,66.4,122.78,29.95,13.32,67.39
2025,6,15,17,32.53,7.92,36.58,29.59,12.64,70.88
2025,6,15,18,0.0,0.0,0.0,29.33,11.96,73.67
2025,6,15,19,0.0,0.0,0.0,29.22,11.55,75.15
2025,6,15,20,0.0,0.0,0.0,29.14,11.39,75.98
2025,6,15,21,0.0,0.0,0.0,29.06,11.39,76.33
2025,6,15,22,0.0,0.0,0.0,28.96,11.33,76.32
2025,6,15,23,0.0,0.0,0.0,28.81,11.06,76.43
2025,6,16,0,0.0,0.0,0.0,28.65,10.48,76.93
2025,6,16,1,0.0,0.0,0.0,28.52,9.99,77.63
2025,6,16,2,0.0,0.0,0.0,28.44,9.85,78.28
2025,6,16,3,0.0,0.0,0.0,28.42,9.79,78.74
2025,6,16,4,0.0,0.0,0.0,28.41,9.73,79.26
2025,6,16,5,14.52,2.03,18.28,28.44,9.66,79.33
2025,6,16,6,121.75,33.96,97.78,28.84,9.81,76.92
2025,6,16,7,282.95,56.68,201.88,29.31,9.9,73.41
2025,6,16,8,445.6,72.88,337.12,29.83,9.77,70.23
2025,6,16,9,579.95,216.34,304.81,30.35,9.65,67.42
2025,6,16,10,673.38,315.62,314.73,30.73,9.53,65.8
2025,6,16,11,785.25,422.85,290.72,31.03,9.45,64.87
2025,6,16,12,757.85,340.36,355.82,31.21,9.39,64.7
2025,6,16,13,704.58,328.58,308.93,31.26,9.44,65.46
2025,6,16,14,538.7,219.96,309.5,31.11,9.79,67.38
2025,6,16,15,307.55,54.47,215.23,30.82,10.29,70.06
2025,6,16,16,144.4,24.89,118.68,30.39,10.88,73.37
2025,6,16,17,29.98,2.25,34.9,29.94,11.13,76.8
2025,6,16,18,0.0,0.0,0.0,29.62,10.81,79.71
2025,6,16,19,0.0,0.0,0.0,29.49,10.55,80.83
2025,6,16,20,0.0,0.0,0.0,29.41,10.3,81.21
2025,6,16,21,0.0,0.0,0.0,29.31,9.91,81.93
2025,6,16,22,0.0,0.0,0.0,29.16,9.67,82.87
2025,6,16,23,0.0,0.0,0.0,28.99,9.59,83.77
2025,6,17,0,0.0,0.0,0.0,28.81,9.4,84.71
2025,6,17,1,0.0,0.0,0.0,28.67,9.12,85.45
2025,6,17,2,0.0,0.0,0.0,28.57,8.98,85.94
2025,6,17,3,0.0,0.0,0.0,28.49,8.93,86.45
2025,6,17,4,0.0,0.0,0.0,28.45,8.94,86.49
2025,6,17,5,9.88,0.0,12.84,28.47,8.92,85.92
2025,6,17,6,116.9,40.57,93.38,28.76,9.09,83.56
2025,6,17,7,242.43,54.14,172.37,29.13,9.24,79.81
2025,6,17,8,413.42,76.09,281.17,29.46,9.24,76.33
2025,6,17,9,530.25,85.57,328.49,29.85,9.23,72.92
2025,6,17,10,628.92,169.02,339.73,30.23,9.18,70.1
2025,6,17,11,711.05,220.04,352.59,30.54,9.12,68.27
2025,6,17,12,643.78,150.88,342.76,30.76,8.97,67.4
2025,6,17,13,580.8,74.15,347.54,30.86,8.58,67.23
2025,6,17,14,428.75,114.17,266.54,30.87,8.06,67.59
2025,6,17,15,354.15,200.86,223.57,30.71,7.53,68.64
2025,6,17,16,171.57,120.24,125.08,30.38,7.33,71.03
2025,6,17,17,32.15,17.35,36.38,29.84,7.28,75.54
2025,6,17,18,0.0,0.0,0.0,29.38,7.23,79.93
2025,6,17,19,0.0,0.0,0.0,29.14,7.44,82.85
2025,6,17,20,0.0,0.0,0.0,28.98,7.7,85.05
2025,6,17,21,0.0,0.0,0.0,28.87,7.75,86.49
2025,6,17,22,0.0,0.0,0.0,28.81,7.8,87.09
2025,6,17,23,0.0,0.0,0.0,28.78,7.51,87.04
2025,6,18,0,0.0,0.0,0.0,28.73,7.22,86.87
2025,6,18,1,0.0,0.0,0.0,28.67,7.07,86.79
2025,6,18,2,0.0,0.0,0.0,28.59,6.76,86.93
2025,6,18,3,0.0,0.0,0.0,28.49,6.43,86.99
2025,6,18,4,0.0,0.0,0.0,28.41,6.12,86.61
2025,6,18,5,15.73,13.18,17.86,28.36,5.88,86.55
2025,6,18,6,153.07,197.09,87.85,28.69,6.25,84.86
2025,6,18,7,346.17,225.12,193.23,29.01,6.43,82.41
2025,6,18,8,507.15,320.01,272.64,29.26,6.38,80.36
2025,6,18,9,682.15,271.21,337.51,29.56,6.61,78.45
2025,6,18,10,821.6,438.02,331.53,29.86,6.93,76.53
2025,6,18,11,797.53,411.2,318.2,30.18,7.17,74.42
2025,6,18,12,776.7,348.68,414.04,30.4,7.5,72.92
2025,6,18,13,648.22,229.03,336.0,30.55,7.67,71.84
2025,6,18,14,537.47,244.5,272.03,30.58,7.74,71.28
2025,6,18,15,331.92,66.43,230.93,30.46,7.88,71.66
2025,6,18,16,165.02,33.2,130.08,30.14,8.28,73.7
2025,6,18,17,31.7,8.49,27.84,29.66,8.34,77.61
2025,6,18,18,0.0,0.0,0.0,29.19,8.38,81.81
2025,6,18,19,0.0,0.0,0.0,28.95,8.6,84.54
2025,6,18,20,0.0,0.0,0.0,28.81,8.73,86.27
2025,6,18,21,0.0,0.0,0.0,28.73,8.85,87.2
2025,6,18,22,0.0,0.0,0.0,28.68,8.89,87.79
2025,6,18,23,0.0,0.0,0.0,28.64,8.84,88.34
2025,6,19,0,0.0,0.0,0.0,28.64,8.64,88.64
2025,6,19,1,0.0,0.0,0.0,28.69,8.33,88.29
2025,6,19,2,0.0,0.0,0.0,28.7,8.12,87.97
2025,6,19,3,0.0,0.0,0.0,28.68,7.93,87.8
2025,6,19,4,0.0,0.0,0.0,28.64,7.6,87.71
2025,6,19,5,12.3,0.0,15.99,28.61,7.21,87.66
2025,6,19,6,136.55,44.96,91.92,28.81,7.05,86.4
2025,6,19,7,316.95,196.77,211.32,29.12,7.3,84.1
2025,6,19,8,496.33,201.24,318.06,29.44,7.61,81.37
2025,6,19,9,646.47,202.91,376.57,29.77,7.75,78.68
2025,6,19,10,753.2,461.92,447.67,30.12,7.88,75.8
2025,6,19,11,819.7,519.88,346.46,30.37,8.07,73.61
2025,6,19,12,868.5,611.25,258.83,30.57,8.04,71.96
2025,6,19,13,770.1,806.9,156.34,30.74,7.94,70.39
2025,6,19,14,631.12,693.38,148.38,30.81,7.73,69.43
2025,6,19,15,444.95,573.81,119.57,30.75,7.45,69.33
2025,6,19,16,233.4,394.48,101.29,30.52,7.51,70.74
2025,6,19,17,45.17,62.34,36.84,30.01,7.63,74.55
2025,6,19,18,0.0,0.0,0.0,29.51,7.53,78.96
2025,6,19,19,0.0,0.0,0.0,29.29,7.32,81.63
2025,6,19,20,0.0,0.0,0.0,29.13,6.98,83.52
2025,6,19,21,0.0,0.0,0.0,29.09,6.81,84.3
2025,6,19,22,0.0,0.0,0.0,29.01,6.62,85.54
2025,6,19,23,0.0,0.0,0.0,28.85,6.3,86.75
2025,6,20,0,0.0,0.0,0.0,28.7,6.44,87.33
2025,6,20,1,0.0,0.0,0.0,28.57,6.89,87.02
2025,6,20,2,0.0,0.0,0.0,28.45,7.16,86.79
2025,6,20,3,0.0,0.0,0.0,28.33,7.26,86.25
2025,6,20,4,0.0,0.0,0.0,28.22,7.25,85.79
